id_evento,fecha_hora,producto,stock,sucursal,categoria,unidad,costo_unitario
I-6346BC39AD,2026-09-11 18:24:13,Macaron mixto,125,Norte,Petit fours,pza,10.0
I-BAC698FF8D,2026-09-11 18:24:14,Rol de canela,119,Sur,Viennoiserie,pza,15.0
I-80247D9F49,2026-09-11 18:24:15,Rol de canela,88,Plaza Obelie,Viennoiserie,pza,15.0
I-8BFE8B370F,2026-09-11 18:24:15,Galleta de mantequilla,51,Plaza Obelie,Reposteria,pza,6.0
I-2676C68750,2026-09-11 18:24:16,Galleta de mantequilla,51,Plaza Obelie,Reposteria,pza,6.0
I-4BE3F403C6,2026-09-11 18:24:16,Pastel de chocolate,3,Norte,Pasteles,pza,150.0
I-A57D990EF0,2026-09-11 18:24:17,Baguette tradicional,135,Plaza Obelie,Panaderia,pza,9.0
I-1C6265C3F2,2026-09-11 18:24:18,Baguette tradicional,173,Norte,Panaderia,pza,9.0
I-66E1C7F038,2026-09-11 18:24:18,Croissant de almendra,83,Sur,Viennoiserie,pza,18.0
I-C1413B3095,2026-09-11 18:24:19,Brownie nogada,115,Centro,Reposteria,pza,20.0
I-A033014F49,2026-09-11 18:24:20,Macaron mixto,145,Sur,Petit fours,pza,10.0
I-6BC167E150,2026-09-11 18:24:20,Croissant de almendra,74,Norte,Viennoiserie,pza,18.0
I-F068A04908,2026-09-11 18:24:20,Tarta de frutas,59,Centro,Pasteles,pza,155.0
I-7FA457E6A9,2026-09-11 18:24:21,Pastel de chocolate,9,Norte,Pasteles,pza,150.0
I-CA35993D3E,2026-09-11 18:24:22,Eclair de cafe,131,Centro,Petit fours,pza,16.0
I-2C4DA125FB,2026-09-11 18:24:23,Tarta de frutas,92,Norte,Pasteles,pza,155.0
I-D119FCDC89,2026-09-11 18:24:23,Pastel de chocolate,147,Centro,Pasteles,pza,150.0
I-2ECBEC4579,2026-09-11 18:24:23,Baguette tradicional,80,Sur,Panaderia,pza,9.0
I-E742A6F2CE,2026-09-11 18:24:24,Baguette tradicional,180,Norte,Panaderia,pza,9.0
I-EA6249EBBF,2026-09-11 18:24:25,Galleta de mantequilla,55,Plaza Obelie,Reposteria,pza,6.0
I-84BD31F8B9,2026-09-11 18:24:25,Baguette tradicional,114,Centro,Panaderia,pza,9.0
I-94AFFEE7A8,2026-09-11 18:24:26,Rol de canela,62,Centro,Viennoiserie,pza,15.0
I-5F2673EACC,2026-09-11 18:24:26,Macaron mixto,119,Norte,Petit fours,pza,10.0
I-27643CF5A4,2026-09-11 18:24:27,Tarta de frutas,59,Centro,Pasteles,pza,155.0
I-7984745FB7,2026-09-11 18:24:27,Baguette tradicional,82,Sur,Panaderia,pza,9.0
I-D245503F48,2026-09-11 18:24:28,Macaron mixto,127,Norte,Petit fours,pza,10.0
I-F9928DED0A,2026-09-11 18:24:29,Macaron mixto,137,Plaza Obelie,Petit fours,pza,10.0
I-5894920498,2026-09-11 18:24:29,Baguette tradicional,123,Centro,Panaderia,pza,9.0
I-BC173AB969,2026-09-11 18:24:30,Macaron mixto,144,Sur,Petit fours,pza,10.0
I-26DA1362EE,2026-09-11 18:24:31,Rol de canela,67,Centro,Viennoiserie,pza,15.0
I-0573B55F58,2026-09-11 18:24:31,Tarta de frutas,59,Centro,Pasteles,pza,155.0
I-BE49E57625,2026-09-11 18:24:31,Pastel de chocolate,147,Centro,Pasteles,pza,150.0
I-F894403791,2026-09-11 18:24:32,Croissant de almendra,81,Sur,Viennoiserie,pza,18.0
I-C6D7AB0C1F,2026-09-11 18:24:33,Eclair de cafe,113,Norte,Petit fours,pza,16.0
I-6CCBB252E0,2026-09-11 18:24:33,Pastel de chocolate,9,Norte,Pasteles,pza,150.0
I-0FDD48CECC,2026-09-11 18:24:34,Eclair de cafe,142,Centro,Petit fours,pza,16.0
I-3C9DEB2BCC,2026-09-11 18:24:34,Eclair de cafe,122,Norte,Petit fours,pza,16.0
I-A6772B4B5D,2026-09-11 18:24:35,Galleta de mantequilla,103,Norte,Reposteria,pza,6.0
I-288512555E,2026-09-11 18:24:35,Macaron mixto,122,Norte,Petit fours,pza,10.0
I-AF20BEF7ED,2026-09-11 18:24:36,Macaron mixto,80,Centro,Petit fours,pza,10.0
I-C6D5736D9C,2026-09-11 18:24:36,Tarta de frutas,53,Centro,Pasteles,pza,155.0
I-3C72E812F9,2026-09-11 18:24:37,Tarta de frutas,87,Norte,Pasteles,pza,155.0
I-2F41B1726B,2026-09-11 18:24:37,Tarta de frutas,102,Sur,Pasteles,pza,155.0
I-F667DE69E6,2026-09-11 18:24:38,Pastel de chocolate,144,Plaza Obelie,Pasteles,pza,150.0
I-C9B2737A3C,2026-09-11 18:24:38,Eclair de cafe,115,Norte,Petit fours,pza,16.0
I-064BF13537,2026-09-11 18:24:39,Baguette tradicional,140,Plaza Obelie,Panaderia,pza,9.0
I-B38031C3D0,2026-09-11 18:24:39,Pastel de chocolate,152,Centro,Pasteles,pza,150.0
I-CBD43EC462,2026-09-11 18:24:40,Rol de canela,85,Plaza Obelie,Viennoiserie,pza,15.0
I-797520B021,2026-09-11 18:24:40,Macaron mixto,91,Centro,Petit fours,pza,10.0
I-93B5F142BC,2026-09-11 18:24:41,Brownie nogada,52,Norte,Reposteria,pza,20.0
I-5E4C02CBC0,2026-09-11 18:24:41,Brownie nogada,59,Norte,Reposteria,pza,20.0
I-346B11AAB5,2026-09-11 18:24:42,Tarta de frutas,95,Norte,Pasteles,pza,155.0
I-F05DE920BD,2026-09-11 18:24:42,Pastel de chocolate,152,Centro,Pasteles,pza,150.0
I-4316AFCA5E,2026-09-11 18:24:43,Pastel de chocolate,142,Plaza Obelie,Pasteles,pza,150.0
I-2DBC1C4DD2,2026-09-11 18:24:43,Rol de canela,68,Centro,Viennoiserie,pza,15.0
I-86F0F2A197,2026-09-11 18:24:44,Macaron mixto,95,Centro,Petit fours,pza,10.0
I-3C9FA9F1F4,2026-09-11 18:24:44,Cheesecake de frutos rojos,72,Norte,Pasteles,pza,170.0
I-029CE9EA3B,2026-09-11 18:24:45,Cheesecake de frutos rojos,84,Plaza Obelie,Pasteles,pza,170.0
I-BFEE922138,2026-09-11 18:24:45,Macaron mixto,122,Norte,Petit fours,pza,10.0
I-F9F48B910D,2026-09-11 18:24:46,Cheesecake de frutos rojos,108,Centro,Pasteles,pza,170.0
I-24E0BC7FCB,2026-09-11 18:24:47,Baguette tradicional,127,Centro,Panaderia,pza,9.0
I-C0AEDEDD4E,2026-09-11 18:24:47,Eclair de cafe,137,Centro,Petit fours,pza,16.0
I-DA918B075E,2026-09-11 18:24:48,Pastel de chocolate,1,Norte,Pasteles,pza,150.0
I-E244818FCC,2026-09-11 18:24:48,Macaron mixto,138,Plaza Obelie,Petit fours,pza,10.0
I-E66D65F12F,2026-09-11 18:24:49,Tarta de frutas,96,Norte,Pasteles,pza,155.0
I-A74ED53AD4,2026-09-11 18:24:50,Pastel de chocolate,145,Plaza Obelie,Pasteles,pza,150.0
I-1ECDB3D791,2026-09-11 18:24:50,Cheesecake de frutos rojos,76,Norte,Pasteles,pza,170.0
I-55823E76E5,2026-09-11 18:24:51,Pastel de chocolate,82,Sur,Pasteles,pza,150.0
I-96DEFF48F6,2026-09-11 18:24:51,Tarta de frutas,118,Plaza Obelie,Pasteles,pza,155.0
I-C875748724,2026-09-11 18:24:52,Macaron mixto,147,Plaza Obelie,Petit fours,pza,10.0
I-2D807B1669,2026-09-11 18:24:52,Eclair de cafe,155,Sur,Petit fours,pza,16.0
I-85BB70DBDA,2026-09-11 18:24:53,Tarta de frutas,108,Sur,Pasteles,pza,155.0
I-23460BB9A6,2026-09-11 18:24:54,Brownie nogada,81,Sur,Reposteria,pza,20.0
I-AC340263C3,2026-09-11 18:24:55,Eclair de cafe,117,Norte,Petit fours,pza,16.0
I-80217B2CCA,2026-09-11 18:24:55,Tarta de frutas,127,Plaza Obelie,Pasteles,pza,155.0
I-37F23785D5,2026-09-11 18:24:56,Eclair de cafe,164,Sur,Petit fours,pza,16.0
I-6D03E866C9,2026-09-11 18:24:57,Baguette tradicional,136,Plaza Obelie,Panaderia,pza,9.0
I-0F5EF27C58,2026-09-11 18:24:57,Brownie nogada,67,Norte,Reposteria,pza,20.0
I-3CC0EDEE7C,2026-09-11 18:24:58,Galleta de mantequilla,91,Centro,Reposteria,pza,6.0
I-82724BF3B8,2026-09-11 18:24:58,Eclair de cafe,118,Norte,Petit fours,pza,16.0
I-0B3B8FB691,2026-09-11 18:24:59,Tarta de frutas,57,Centro,Pasteles,pza,155.0
I-87B8DBF899,2026-09-11 18:25:00,Eclair de cafe,115,Norte,Petit fours,pza,16.0
I-691233EF22,2026-09-11 18:25:00,Eclair de cafe,114,Norte,Petit fours,pza,16.0
I-2611DA2CAA,2026-09-11 18:25:01,Rol de canela,168,Norte,Viennoiserie,pza,15.0
I-20B4392E78,2026-09-11 18:25:01,Galleta de mantequilla,100,Centro,Reposteria,pza,6.0
I-97E5DC9E69,2026-09-11 18:25:02,Rol de canela,120,Sur,Viennoiserie,pza,15.0
I-151D564FC1,2026-09-11 18:25:02,Cheesecake de frutos rojos,88,Norte,Pasteles,pza,170.0
I-8B02A3408A,2026-09-11 18:25:03,Galleta de mantequilla,107,Norte,Reposteria,pza,6.0
I-01219342A9,2026-09-11 18:25:03,Macaron mixto,143,Sur,Petit fours,pza,10.0
I-9F77B6C6EA,2026-09-11 18:25:04,Brownie nogada,92,Sur,Reposteria,pza,20.0
I-67643284B4,2026-09-11 18:25:04,Galleta de mantequilla,109,Centro,Reposteria,pza,6.0
I-178E3F7806,2026-09-11 18:25:05,Pastel de chocolate,85,Sur,Pasteles,pza,150.0
I-2CA5FA4F10,2026-09-11 18:25:05,Pastel de chocolate,0,Norte,Pasteles,pza,150.0
I-CCB8D46868,2026-09-11 18:25:06,Croissant de almendra,137,Plaza Obelie,Viennoiserie,pza,18.0
I-44A3D45BD2,2026-09-11 18:25:06,Galleta de mantequilla,119,Centro,Reposteria,pza,6.0
I-D248A1E9CA,2026-09-11 18:25:07,Pastel de chocolate,144,Centro,Pasteles,pza,150.0
I-B508EEAA4D,2026-09-11 18:25:08,Rol de canela,86,Plaza Obelie,Viennoiserie,pza,15.0
I-E17A6E41E9,2026-09-11 18:25:08,Eclair de cafe,137,Centro,Petit fours,pza,16.0
I-4CDCE3F69E,2026-09-11 18:25:09,Galleta de mantequilla,103,Norte,Reposteria,pza,6.0
I-00809B7615,2026-09-11 18:25:09,Tarta de frutas,123,Plaza Obelie,Pasteles,pza,155.0
I-EC076CB8FB,2026-09-11 18:25:10,Tarta de frutas,126,Plaza Obelie,Pasteles,pza,155.0
I-A890F9D755,2026-09-11 18:25:10,Macaron mixto,106,Centro,Petit fours,pza,10.0
I-924E8DF301,2026-09-11 18:25:11,Croissant de almendra,130,Centro,Viennoiserie,pza,18.0
I-B09A4982BD,2026-09-11 18:25:11,Pastel de chocolate,95,Sur,Pasteles,pza,150.0
I-D364F2793B,2026-09-11 18:25:12,Galleta de mantequilla,124,Centro,Reposteria,pza,6.0
I-08C0B5B5B1,2026-09-11 18:25:13,Macaron mixto,110,Centro,Petit fours,pza,10.0
I-C3C5BB97C8,2026-09-11 18:25:13,Brownie nogada,117,Centro,Reposteria,pza,20.0
I-A5F6FE4591,2026-09-11 18:25:14,Macaron mixto,119,Norte,Petit fours,pza,10.0
I-648327D907,2026-09-11 18:25:14,Pastel de chocolate,3,Norte,Pasteles,pza,150.0
I-38471F299B,2026-09-11 18:25:15,Croissant de almendra,144,Plaza Obelie,Viennoiserie,pza,18.0
I-9C1260358F,2026-09-11 18:25:16,Eclair de cafe,117,Norte,Petit fours,pza,16.0
I-88F3FE64C3,2026-09-11 18:25:16,Rol de canela,71,Centro,Viennoiserie,pza,15.0
I-885E550A49,2026-09-11 18:25:17,Croissant de almendra,67,Norte,Viennoiserie,pza,18.0
I-ACBC2183E7,2026-09-11 18:25:17,Rol de canela,162,Norte,Viennoiserie,pza,15.0
I-8CFDBBD0B5,2026-09-11 18:25:18,Cheesecake de frutos rojos,79,Plaza Obelie,Pasteles,pza,170.0
I-071634B454,2026-09-11 18:25:19,Brownie nogada,139,Plaza Obelie,Reposteria,pza,20.0
I-0008C846AC,2026-09-11 18:25:20,Tarta de frutas,120,Plaza Obelie,Pasteles,pza,155.0
I-AB165EF667,2026-09-11 18:25:20,Galleta de mantequilla,137,Sur,Reposteria,pza,6.0
I-14F8425945,2026-09-11 18:25:21,Croissant de almendra,61,Norte,Viennoiserie,pza,18.0
I-A4809573FD,2026-09-11 18:25:21,Macaron mixto,114,Centro,Petit fours,pza,10.0
I-2BAA311F7F,2026-09-11 18:25:22,Croissant de almendra,74,Sur,Viennoiserie,pza,18.0
I-B8BC38C41F,2026-09-11 18:25:22,Rol de canela,120,Sur,Viennoiserie,pza,15.0
I-D8825FD9B4,2026-09-11 18:25:23,Pastel de chocolate,11,Norte,Pasteles,pza,150.0
I-D95CB5533F,2026-09-11 18:25:24,Brownie nogada,69,Norte,Reposteria,pza,20.0
I-1866F26337,2026-09-11 18:25:24,Cheesecake de frutos rojos,71,Plaza Obelie,Pasteles,pza,170.0
I-3F3D3FBA97,2026-09-11 18:25:25,Eclair de cafe,109,Norte,Petit fours,pza,16.0
I-0DF0CE79D0,2026-09-11 18:25:25,Brownie nogada,90,Sur,Reposteria,pza,20.0
I-190ADBBAE2,2026-09-11 18:25:26,Brownie nogada,144,Plaza Obelie,Reposteria,pza,20.0
I-141C32421D,2026-09-11 18:25:27,Macaron mixto,114,Centro,Petit fours,pza,10.0
I-4AF67BB565,2026-09-11 18:25:27,Tarta de frutas,97,Norte,Pasteles,pza,155.0
I-96561751F1,2026-09-11 18:25:28,Croissant de almendra,73,Sur,Viennoiserie,pza,18.0
I-0F820EF7BE,2026-09-11 18:25:28,Croissant de almendra,154,Plaza Obelie,Viennoiserie,pza,18.0
I-46F91B51F2,2026-09-11 18:25:29,Eclair de cafe,143,Centro,Petit fours,pza,16.0
I-43DAAFE041,2026-09-11 18:25:30,Galleta de mantequilla,64,Plaza Obelie,Reposteria,pza,6.0
I-761C2DB242,2026-09-11 18:25:30,Baguette tradicional,179,Norte,Panaderia,pza,9.0
I-38C8B9FA70,2026-09-11 18:25:31,Pastel de chocolate,155,Plaza Obelie,Pasteles,pza,150.0
I-D3E4A75681,2026-09-11 18:25:31,Macaron mixto,117,Norte,Petit fours,pza,10.0
I-864F6677EB,2026-09-11 18:25:32,Pastel de chocolate,154,Plaza Obelie,Pasteles,pza,150.0
I-0104937FA6,2026-09-11 18:25:32,Tarta de frutas,107,Norte,Pasteles,pza,155.0
I-9F1BA9A93A,2026-09-11 18:25:33,Pastel de chocolate,103,Sur,Pasteles,pza,150.0
I-B6A71AD69F,2026-09-11 18:25:34,Brownie nogada,149,Plaza Obelie,Reposteria,pza,20.0
I-50D064BFD1,2026-09-11 18:25:34,Tarta de frutas,105,Norte,Pasteles,pza,155.0
I-479EFF16B7,2026-09-11 18:25:35,Eclair de cafe,168,Sur,Petit fours,pza,16.0
I-ECD735ED7D,2026-09-11 18:25:35,Eclair de cafe,102,Norte,Petit fours,pza,16.0
I-B78C2972A4,2026-09-11 18:25:36,Cheesecake de frutos rojos,106,Centro,Pasteles,pza,170.0
I-FD8B32209C,2026-09-11 18:25:37,Cheesecake de frutos rojos,146,Sur,Pasteles,pza,170.0
I-559116210A,2026-09-11 18:25:37,Eclair de cafe,124,Plaza Obelie,Petit fours,pza,16.0
I-6B3D9CF45A,2026-09-11 18:25:38,Baguette tradicional,145,Plaza Obelie,Panaderia,pza,9.0
I-010E99B173,2026-09-11 18:25:39,Tarta de frutas,124,Plaza Obelie,Pasteles,pza,155.0
I-59B3728F1C,2026-09-11 18:25:39,Tarta de frutas,100,Sur,Pasteles,pza,155.0
I-B9BD6722B8,2026-09-11 18:25:40,Croissant de almendra,82,Sur,Viennoiserie,pza,18.0
I-64B10A5C89,2026-09-11 18:25:40,Baguette tradicional,86,Sur,Panaderia,pza,9.0
I-1080D8CCC8,2026-09-11 18:25:41,Pastel de chocolate,101,Sur,Pasteles,pza,150.0
I-AEE04E8F65,2026-09-11 18:25:41,Tarta de frutas,52,Centro,Pasteles,pza,155.0
I-73D1ABB321,2026-09-11 18:25:42,Galleta de mantequilla,119,Centro,Reposteria,pza,6.0
I-05C81D864F,2026-09-11 18:25:42,Baguette tradicional,79,Sur,Panaderia,pza,9.0
I-7EE58CAAF2,2026-09-11 18:25:43,Tarta de frutas,55,Centro,Pasteles,pza,155.0
I-9CB3C1DC9F,2026-09-11 18:25:43,Brownie nogada,71,Norte,Reposteria,pza,20.0
I-663A311B88,2026-09-11 18:25:44,Eclair de cafe,98,Norte,Petit fours,pza,16.0
I-6F3878F5DD,2026-09-11 18:25:44,Eclair de cafe,104,Norte,Petit fours,pza,16.0
I-C34B59F9A7,2026-09-11 18:25:45,Tarta de frutas,101,Norte,Pasteles,pza,155.0
I-68B9F1F737,2026-09-11 18:25:45,Pastel de chocolate,148,Centro,Pasteles,pza,150.0
I-23DCE8FF72,2026-09-11 18:25:46,Tarta de frutas,124,Plaza Obelie,Pasteles,pza,155.0
I-EC75456B85,2026-09-11 18:25:46,Rol de canela,77,Centro,Viennoiserie,pza,15.0
I-708272B27E,2026-09-11 18:25:47,Croissant de almendra,85,Sur,Viennoiserie,pza,18.0
I-9F2F1DCEF0,2026-09-11 18:25:47,Brownie nogada,65,Norte,Reposteria,pza,20.0
I-4A6F072EB8,2026-09-11 18:25:48,Eclair de cafe,139,Centro,Petit fours,pza,16.0
I-8B3EF2DE3B,2026-09-11 18:25:48,Brownie nogada,97,Sur,Reposteria,pza,20.0
I-A2D9FA8635,2026-09-11 18:25:49,Croissant de almendra,153,Plaza Obelie,Viennoiserie,pza,18.0
I-54ABF3CC57,2026-09-11 18:25:49,Rol de canela,115,Sur,Viennoiserie,pza,15.0
I-0694E29666,2026-09-11 18:25:50,Eclair de cafe,145,Centro,Petit fours,pza,16.0
I-D68B0BAB8E,2026-09-11 18:25:50,Pastel de chocolate,7,Norte,Pasteles,pza,150.0
I-7D4FD9066E,2026-09-11 18:25:51,Tarta de frutas,96,Norte,Pasteles,pza,155.0
I-4FC3CDB3C7,2026-09-11 18:25:52,Tarta de frutas,133,Plaza Obelie,Pasteles,pza,155.0
I-BD373ACB4E,2026-09-11 18:25:52,Croissant de almendra,83,Sur,Viennoiserie,pza,18.0
I-C30D51C2EB,2026-09-11 18:25:53,Tarta de frutas,98,Norte,Pasteles,pza,155.0
I-C53E7AF9FE,2026-09-11 18:25:53,Cheesecake de frutos rojos,84,Norte,Pasteles,pza,170.0
I-BCE6FEF77F,2026-09-11 18:25:54,Tarta de frutas,110,Sur,Pasteles,pza,155.0
I-3FF70B39FA,2026-09-11 18:25:55,Brownie nogada,90,Sur,Reposteria,pza,20.0
I-CF08353A1D,2026-09-11 18:25:55,Galleta de mantequilla,112,Centro,Reposteria,pza,6.0
I-86F04E331D,2026-09-11 18:25:56,Macaron mixto,121,Centro,Petit fours,pza,10.0
I-B041DB4BE7,2026-09-11 18:25:57,Brownie nogada,116,Centro,Reposteria,pza,20.0
I-DF1677FD5C,2026-09-11 18:25:57,Rol de canela,112,Sur,Viennoiserie,pza,15.0
I-CDEB2B1BE0,2026-09-11 18:25:58,Eclair de cafe,108,Norte,Petit fours,pza,16.0
I-1E2E7D8740,2026-09-11 18:25:58,Cheesecake de frutos rojos,69,Plaza Obelie,Pasteles,pza,170.0
I-F1C1A7B96E,2026-09-11 18:25:59,Galleta de mantequilla,76,Plaza Obelie,Reposteria,pza,6.0
I-E608C5E703,2026-09-11 18:26:00,Baguette tradicional,152,Plaza Obelie,Panaderia,pza,9.0
I-C5F8E42D5C,2026-09-11 18:26:01,Eclair de cafe,145,Centro,Petit fours,pza,16.0
I-21089B76FB,2026-09-11 18:26:01,Baguette tradicional,177,Norte,Panaderia,pza,9.0
I-80A5CEB9F2,2026-09-11 18:26:02,Eclair de cafe,170,Sur,Petit fours,pza,16.0
I-A44EAACB62,2026-09-11 18:26:02,Baguette tradicional,126,Centro,Panaderia,pza,9.0
I-8FE5414A0C,2026-09-11 18:26:03,Croissant de almendra,135,Centro,Viennoiserie,pza,18.0
I-B13A7A246D,2026-09-11 18:26:03,Brownie nogada,94,Sur,Reposteria,pza,20.0
I-CE64C640F8,2026-09-11 18:26:04,Cheesecake de frutos rojos,80,Norte,Pasteles,pza,170.0
I-1583C1F4D3,2026-09-11 18:26:04,Brownie nogada,63,Norte,Reposteria,pza,20.0
I-F483C6C057,2026-09-11 18:26:05,Brownie nogada,56,Norte,Reposteria,pza,20.0
I-5C3B538C21,2026-09-11 18:26:06,Croissant de almendra,66,Norte,Viennoiserie,pza,18.0
I-BD789EE5AA,2026-09-11 18:26:06,Galleta de mantequilla,80,Plaza Obelie,Reposteria,pza,6.0
I-C28F788CB1,2026-09-11 18:26:07,Eclair de cafe,109,Norte,Petit fours,pza,16.0
I-BA3BE07C68,2026-09-11 18:26:08,Baguette tradicional,125,Centro,Panaderia,pza,9.0
I-754B18F7A2,2026-09-11 18:26:08,Macaron mixto,120,Centro,Petit fours,pza,10.0
I-5B66014DB4,2026-09-11 18:26:09,Baguette tradicional,134,Centro,Panaderia,pza,9.0
I-96E5A5187D,2026-09-11 18:26:10,Pastel de chocolate,2,Norte,Pasteles,pza,150.0
I-9A0A36F2F3,2026-09-11 18:26:10,Pastel de chocolate,146,Plaza Obelie,Pasteles,pza,150.0
I-919A16ECDC,2026-09-11 18:26:11,Baguette tradicional,175,Norte,Panaderia,pza,9.0
I-B683356159,2026-09-11 18:26:11,Eclair de cafe,149,Centro,Petit fours,pza,16.0
I-26F5DEEBB0,2026-09-11 18:26:12,Cheesecake de frutos rojos,90,Norte,Pasteles,pza,170.0
I-B6D3869441,2026-09-11 18:26:12,Macaron mixto,145,Plaza Obelie,Petit fours,pza,10.0
I-0B86F9B94D,2026-09-11 18:26:13,Tarta de frutas,134,Plaza Obelie,Pasteles,pza,155.0
I-82AB034FD8,2026-09-11 18:26:13,Tarta de frutas,113,Sur,Pasteles,pza,155.0
I-583A2B758B,2026-09-11 18:26:14,Pastel de chocolate,0,Norte,Pasteles,pza,150.0
I-A75FABAE12,2026-09-11 18:26:15,Cheesecake de frutos rojos,72,Plaza Obelie,Pasteles,pza,170.0
I-37117A6BFE,2026-09-11 18:26:16,Eclair de cafe,163,Sur,Petit fours,pza,16.0
I-33630A4E82,2026-09-11 18:26:16,Macaron mixto,142,Plaza Obelie,Petit fours,pza,10.0
I-4302938957,2026-09-11 18:26:17,Baguette tradicional,157,Plaza Obelie,Panaderia,pza,9.0
I-DE5D5A2F8D,2026-09-11 18:26:17,Brownie nogada,152,Plaza Obelie,Reposteria,pza,20.0
I-C3A6A49EB6,2026-09-11 18:26:18,Cheesecake de frutos rojos,143,Sur,Pasteles,pza,170.0
I-47EED80582,2026-09-11 18:26:19,Macaron mixto,127,Norte,Petit fours,pza,10.0
I-A25F556300,2026-09-11 18:26:19,Cheesecake de frutos rojos,136,Sur,Pasteles,pza,170.0
I-33771FE28F,2026-09-11 18:26:20,Rol de canela,88,Plaza Obelie,Viennoiserie,pza,15.0
I-426B0A3FB4,2026-09-11 18:26:20,Galleta de mantequilla,104,Norte,Reposteria,pza,6.0
I-CFF8934423,2026-09-11 18:26:21,Tarta de frutas,111,Sur,Pasteles,pza,155.0
I-35EA18F022,2026-09-11 18:26:22,Cheesecake de frutos rojos,111,Centro,Pasteles,pza,170.0
I-6994B39A4F,2026-09-11 18:26:22,Rol de canela,95,Plaza Obelie,Viennoiserie,pza,15.0
I-433488676E,2026-09-11 18:26:23,Pastel de chocolate,96,Sur,Pasteles,pza,150.0
I-69D5EA8898,2026-09-11 18:26:23,Brownie nogada,65,Norte,Reposteria,pza,20.0
I-DBB2CE26FE,2026-09-11 18:26:24,Brownie nogada,70,Norte,Reposteria,pza,20.0
I-4CC20EE268,2026-09-11 18:26:25,Cheesecake de frutos rojos,87,Norte,Pasteles,pza,170.0
I-35FE9B72C5,2026-09-11 18:26:26,Tarta de frutas,108,Norte,Pasteles,pza,155.0
I-56294284B9,2026-09-11 18:26:26,Galleta de mantequilla,133,Sur,Reposteria,pza,6.0
I-2EC350623E,2026-09-11 18:26:27,Eclair de cafe,111,Norte,Petit fours,pza,16.0
I-287B67257E,2026-09-11 18:26:28,Croissant de almendra,155,Plaza Obelie,Viennoiserie,pza,18.0
I-CFC64365F1,2026-09-11 18:26:28,Galleta de mantequilla,108,Norte,Reposteria,pza,6.0
I-3D1ABA1B08,2026-09-11 18:26:29,Macaron mixto,136,Plaza Obelie,Petit fours,pza,10.0
I-8A970D60B4,2026-09-11 18:26:30,Macaron mixto,129,Plaza Obelie,Petit fours,pza,10.0
I-DCCB9D8645,2026-09-11 18:26:30,Brownie nogada,72,Norte,Reposteria,pza,20.0
I-3B7DC91CD2,2026-09-11 18:26:31,Croissant de almendra,76,Sur,Viennoiserie,pza,18.0
I-013C65EF27,2026-09-11 18:26:31,Galleta de mantequilla,82,Plaza Obelie,Reposteria,pza,6.0
I-19DFF4F1F0,2026-09-11 18:26:32,Tarta de frutas,54,Centro,Pasteles,pza,155.0
I-E539606F63,2026-09-11 18:26:32,Eclair de cafe,108,Norte,Petit fours,pza,16.0
I-07053CB20C,2026-09-11 18:26:33,Macaron mixto,136,Plaza Obelie,Petit fours,pza,10.0
I-71B1722C6D,2026-09-11 18:26:33,Pastel de chocolate,157,Plaza Obelie,Pasteles,pza,150.0
I-FDE491BA6C,2026-09-11 18:26:34,Rol de canela,69,Centro,Viennoiserie,pza,15.0
I-836C2B48B2,2026-09-11 18:26:34,Pastel de chocolate,154,Plaza Obelie,Pasteles,pza,150.0
I-DB7825D091,2026-09-11 18:26:35,Croissant de almendra,131,Centro,Viennoiserie,pza,18.0
I-7D77BB6205,2026-09-11 18:26:35,Baguette tradicional,182,Norte,Panaderia,pza,9.0
I-67708EDCB2,2026-09-11 18:26:36,Galleta de mantequilla,119,Norte,Reposteria,pza,6.0
I-FD374EACF4,2026-09-11 18:26:37,Pastel de chocolate,140,Centro,Pasteles,pza,150.0
I-8874999BB6,2026-09-11 18:26:37,Brownie nogada,73,Norte,Reposteria,pza,20.0
I-5F55C7589C,2026-09-11 18:26:38,Baguette tradicional,84,Sur,Panaderia,pza,9.0
I-8A825B973F,2026-09-11 18:26:38,Tarta de frutas,113,Sur,Pasteles,pza,155.0
I-6B0A667D43,2026-09-11 18:26:39,Galleta de mantequilla,114,Norte,Reposteria,pza,6.0
I-31E3241690,2026-09-11 18:26:39,Baguette tradicional,126,Centro,Panaderia,pza,9.0
I-27826F54FE,2026-09-11 18:26:40,Pastel de chocolate,8,Norte,Pasteles,pza,150.0
I-0724B22F95,2026-09-11 18:26:41,Tarta de frutas,112,Sur,Pasteles,pza,155.0
I-50D54BF772,2026-09-11 18:26:41,Rol de canela,103,Plaza Obelie,Viennoiserie,pza,15.0
I-A97326B5D3,2026-09-11 18:26:42,Brownie nogada,118,Centro,Reposteria,pza,20.0
I-05CAE1DDF6,2026-09-11 18:26:43,Macaron mixto,126,Norte,Petit fours,pza,10.0
I-A6BDF6C69B,2026-09-11 18:26:43,Rol de canela,78,Centro,Viennoiserie,pza,15.0
I-2BE619BD21,2026-09-11 18:26:44,Eclair de cafe,121,Plaza Obelie,Petit fours,pza,16.0
I-9DD9629CB4,2026-09-11 18:26:45,Eclair de cafe,132,Plaza Obelie,Petit fours,pza,16.0
I-C2898C2D19,2026-09-11 18:26:45,Tarta de frutas,112,Sur,Pasteles,pza,155.0
I-02C422789E,2026-09-11 18:26:46,Macaron mixto,128,Norte,Petit fours,pza,10.0
I-70B3A9CA10,2026-09-11 18:26:46,Baguette tradicional,85,Sur,Panaderia,pza,9.0
