id_pago,id_venta,fecha_hora,metodo_pago,monto,estado,referencia
P-EB2D775016,V-24EF4ADDF0,2026-09-11 18:27:36,vale,28.0,aprobado,REF-7493B665
P-1C6FA60A44,V-7175DA69AB,2026-09-11 18:27:36,tarjeta,1170.0,aprobado,REF-8B5C84EF
P-670BD4D004,V-FEC8F2F180,2026-09-11 18:27:37,tarjeta,168.0,aprobado,REF-E029A92F
P-918AA8EAC6,V-F1679715E8,2026-09-11 18:27:37,tarjeta,108.0,aprobado,REF-B84A3FFD
P-86C6D6897C,V-57E9CF19F4,2026-09-11 18:27:38,vale,56.0,aprobado,REF-DA1E6036
P-83161F55D4,V-914E7D7ED3,2026-09-11 18:27:39,efectivo,380.0,aprobado,REF-22E87CCF
P-15986FFA03,V-1FCB1C1B59,2026-09-11 18:27:39,tarjeta,54.0,pendiente,REF-F9706989
P-5B2456EA9F,V-F6B5CE16C4,2026-09-11 18:27:40,transferencia,1900.0,aprobado,REF-EBA4E674
P-878BDA58C2,V-A0B0862C37,2026-09-11 18:27:40,vale,210.0,aprobado,REF-0BF44FF4
P-5A2AD87615,V-08E9C0F738,2026-09-11 18:27:41,vale,210.0,aprobado,REF-9C7CF760
P-24F6B9035B,V-A69FB9C56E,2026-09-11 18:27:42,transferencia,90.0,pendiente,REF-4B228B46
P-0607E02DDD,V-D7C7377879,2026-09-11 18:27:42,transferencia,42.0,aprobado,REF-58A3DC28
P-9D84352A5D,V-9E866F1743,2026-09-11 18:27:43,vale,330.0,aprobado,REF-2AB947E3
P-A3172301F4,V-B62B776A01,2026-09-11 18:27:43,tarjeta,48.0,aprobado,REF-99CD520D
P-89950D00F6,V-9DEB7D094A,2026-09-11 18:27:44,vale,2340.0,pendiente,REF-3D9D1340
P-881B8DB4A0,V-1BA01B619D,2026-09-11 18:27:45,efectivo,110.0,aprobado,REF-6B3C0796
P-3ED98CEA27,V-393A1120FA,2026-09-11 18:27:45,transferencia,140.0,aprobado,REF-CD1BBBCF
P-5CB387F195,V-9B9776C1CA,2026-09-11 18:27:46,vale,168.0,aprobado,REF-AACB926D
P-2015B070DE,V-C43AAF7D1B,2026-09-11 18:27:47,transferencia,275.0,pendiente,REF-F79F926E
P-6D32D4D17D,V-CA6B496C5E,2026-09-11 18:27:48,transferencia,128.0,aprobado,REF-2506D515
P-770BBB08CC,V-6C54C08385,2026-09-11 18:27:48,vale,1260.0,pendiente,REF-5468F21A
P-A13D7DE280,V-CC5605A36F,2026-09-11 18:27:49,tarjeta,135.0,pendiente,REF-8B8FA6B4
P-BD784AAD3A,V-7B899E265F,2026-09-11 18:27:49,vale,288.0,pendiente,REF-6CB00CAD
P-D80F7B4C3D,V-E25A110C5A,2026-09-11 18:27:50,vale,288.0,pendiente,REF-09B31708
P-8C34CA3A0E,V-F69C7D0EDF,2026-09-11 18:27:51,efectivo,1170.0,aprobado,REF-38223355
P-0EC5B0C63E,V-D29B56CCC7,2026-09-11 18:27:51,vale,180.0,aprobado,REF-48DF4C1B
P-4C1C0805DB,V-D4C88D7ACC,2026-09-11 18:27:52,tarjeta,56.0,pendiente,REF-F33804B4
P-E62070B903,V-621C5D9369,2026-09-11 18:27:52,efectivo,126.0,aprobado,REF-F91C4AF6
P-D5A6FB2739,V-A6A6B643BC,2026-09-11 18:27:53,vale,55.0,aprobado,REF-2E30CB00
P-1E2CC643E5,V-9AD3AF8A5F,2026-09-11 18:27:53,efectivo,1900.0,aprobado,REF-40E75048
P-1FD806668B,V-2B74458715,2026-09-11 18:27:54,tarjeta,54.0,pendiente,REF-41276262
P-B8D384CCF0,V-9B1185EA51,2026-09-11 18:27:54,efectivo,1560.0,aprobado,REF-593A2066
P-5216543248,V-A725423C81,2026-09-11 18:27:55,tarjeta,840.0,aprobado,REF-58BFA6FF
P-09B632B6B9,V-3C726CFAA5,2026-09-11 18:27:56,tarjeta,1260.0,pendiente,REF-76A1ED89
P-392463BA37,V-885E9C15D0,2026-09-11 18:27:57,transferencia,90.0,pendiente,REF-5D4A2B7F
P-333B146757,V-F919042531,2026-09-11 18:27:57,efectivo,192.0,pendiente,REF-ABFFB38D
P-E1F2003802,V-A61FCF455D,2026-09-11 18:27:58,efectivo,165.0,aprobado,REF-21DC7351
P-F46E5A23C0,V-03B18B825C,2026-09-11 18:27:58,vale,2340.0,aprobado,REF-9C7513B1
P-F081DBE196,V-22CFF94B2E,2026-09-11 18:27:59,tarjeta,48.0,aprobado,REF-79B31789
P-B3E82CF2C2,V-071A7A3B8C,2026-09-11 18:27:59,vale,1520.0,aprobado,REF-FE7DEFFF
P-B4D1DE1BF1,V-D98849F4EE,2026-09-11 18:28:00,transferencia,90.0,aprobado,REF-4BB5298F
P-465F47D81A,V-AD82D40F65,2026-09-11 18:28:00,efectivo,108.0,aprobado,REF-B3604740
P-64FE128595,V-8E2AB75D49,2026-09-11 18:28:01,tarjeta,72.0,aprobado,REF-9A04A70A
P-D2E912BB20,V-BB43DD57B8,2026-09-11 18:28:02,vale,72.0,aprobado,REF-BAA4AEF3
P-B31E2B3F92,V-A0FA0F4A80,2026-09-11 18:28:02,tarjeta,72.0,pendiente,REF-BCAEBE15
P-2D6D71D25B,V-793F2B4EAF,2026-09-11 18:28:03,efectivo,1170.0,pendiente,REF-073859C0
P-780DFDD3EA,V-91D5BD0892,2026-09-11 18:28:03,efectivo,2520.0,aprobado,REF-AA76EB4C
P-3ADE7DCA4B,V-8E843F6C66,2026-09-11 18:28:04,vale,32.0,aprobado,REF-F73D89BC
P-ABD1D3CCA2,V-8E56BC0C3F,2026-09-11 18:28:04,vale,192.0,pendiente,REF-8B644685
P-B8F6F225E0,V-EAD6A77DB6,2026-09-11 18:28:05,vale,225.0,pendiente,REF-A9396FFD
P-F5E44B2BB3,V-F31B583E77,2026-09-11 18:28:06,vale,2340.0,aprobado,REF-5BBB1F8A
P-B872583267,V-9528333ABB,2026-09-11 18:28:06,efectivo,108.0,aprobado,REF-1090045A
P-1932C6F4AC,V-7F40A1F53D,2026-09-11 18:28:07,vale,112.0,aprobado,REF-563B1A72
P-B70686DACD,V-3339C3D657,2026-09-11 18:28:08,vale,96.0,aprobado,REF-0FAAC734
P-F557440623,V-81EE1E69E9,2026-09-11 18:28:08,efectivo,168.0,pendiente,REF-8C35669E
P-40062E6F20,V-36BCB421A1,2026-09-11 18:28:09,transferencia,96.0,aprobado,REF-2E5F324D
P-35D62B69F0,V-57F2692633,2026-09-11 18:28:09,transferencia,2100.0,aprobado,REF-B7AF31BF
P-16281F2109,V-3350D0ABD2,2026-09-11 18:28:10,efectivo,165.0,pendiente,REF-51D80E6E
P-365BCC4D93,V-7FD7CF6B22,2026-09-11 18:28:11,tarjeta,252.0,aprobado,REF-15ABB9C3
P-7A3223EC57,V-F9059DF9BA,2026-09-11 18:28:11,tarjeta,330.0,aprobado,REF-4AF7DF0C
P-0B6714D7ED,V-BF095AD893,2026-09-11 18:28:12,transferencia,128.0,aprobado,REF-14797106
P-9E3B27D396,V-9A68749A3E,2026-09-11 18:28:12,tarjeta,240.0,pendiente,REF-CA8A6226
P-A93849FD1F,V-55E2A4D277,2026-09-11 18:28:13,tarjeta,48.0,pendiente,REF-46AAD5CD
P-D7C0199DC2,V-C88CE9F85A,2026-09-11 18:28:13,efectivo,1560.0,aprobado,REF-EAFF05BB
P-1BAEC36B6F,V-DFFD686765,2026-09-11 18:28:14,transferencia,192.0,pendiente,REF-88FE91F3
P-A26460C83F,V-3C3309A7B3,2026-09-11 18:28:14,efectivo,2520.0,aprobado,REF-19D35FD0
P-A1E92FFE7B,V-AFA6828AAE,2026-09-11 18:28:15,vale,96.0,pendiente,REF-D4C7DCC6
P-DBB9E3FB7C,V-A2E426D6E5,2026-09-11 18:28:16,transferencia,112.0,aprobado,REF-AB231F2C
P-067475B52E,V-AF8E0F8370,2026-09-11 18:28:16,efectivo,330.0,aprobado,REF-C03594F3
P-F0A6875AE9,V-EE7F3A28A9,2026-09-11 18:28:16,transferencia,1520.0,aprobado,REF-9DBC94B6
P-C02F805209,V-50FB296F4B,2026-09-11 18:28:17,transferencia,210.0,aprobado,REF-3646C804
P-5ECF256C37,V-586E2D4BED,2026-09-11 18:28:18,tarjeta,2520.0,aprobado,REF-8749938E
P-450DB9720E,V-09DE78FFB1,2026-09-11 18:28:18,efectivo,288.0,aprobado,REF-1F85D3E7
P-6BED02EC5D,V-C7429C85DB,2026-09-11 18:28:19,tarjeta,72.0,aprobado,REF-8287A869
P-BEA9523189,V-FC211E4A50,2026-09-11 18:28:20,vale,140.0,aprobado,REF-22C4E3AD
P-075B0CD8A4,V-1769734388,2026-09-11 18:28:20,tarjeta,126.0,aprobado,REF-54DC69C1
P-C5E670C156,V-371356377A,2026-09-11 18:28:20,vale,180.0,aprobado,REF-ACCE8B62
P-861F5A02F0,V-3B9381F383,2026-09-11 18:28:21,efectivo,2100.0,aprobado,REF-99B17CD8
P-48E8B031EA,V-5B01BE7095,2026-09-11 18:28:21,tarjeta,225.0,aprobado,REF-5B21B167
P-A16F2A58D4,V-DE1018FEA9,2026-09-11 18:28:22,efectivo,192.0,aprobado,REF-0FC12A11
P-A575A8CA05,V-86EEE75E4C,2026-09-11 18:28:23,vale,180.0,pendiente,REF-E17A4CA3
P-9815384436,V-EC8519B026,2026-09-11 18:28:23,efectivo,1900.0,pendiente,REF-8DE4D378
P-EF21B92AAB,V-3278298C24,2026-09-11 18:28:24,efectivo,2280.0,aprobado,REF-7044DDE2
P-27131E8BCB,V-7E31F99F4F,2026-09-11 18:28:24,efectivo,28.0,aprobado,REF-2954DD0F
P-1B4A24E323,V-D7A27013A2,2026-09-11 18:28:25,transferencia,1520.0,aprobado,REF-0C9B7D83
P-F2E90B7B56,V-CCC4B34519,2026-09-11 18:28:25,tarjeta,54.0,aprobado,REF-ACD741FD
P-5ED94A25F7,V-0146629080,2026-09-11 18:28:26,tarjeta,36.0,pendiente,REF-3B59AE5D
P-C221369F72,V-32CC1C4C70,2026-09-11 18:28:26,efectivo,840.0,aprobado,REF-093F3022
P-B07DE3C620,V-8283E3BD99,2026-09-11 18:28:27,transferencia,210.0,pendiente,REF-ABF219EC
P-37AD723830,V-0BEA6C0523,2026-09-11 18:28:27,efectivo,96.0,pendiente,REF-521F01B0
P-0168FA79B3,V-7B661E275A,2026-09-11 18:28:28,tarjeta,240.0,aprobado,REF-8E5FE7F1
P-E9A707B61F,V-771D67377E,2026-09-11 18:28:29,tarjeta,2100.0,aprobado,REF-E868F83F
P-2593F53275,V-D5F46A9174,2026-09-11 18:28:29,transferencia,225.0,aprobado,REF-99AA5E0C
P-4DE84A50AC,V-9921B20083,2026-09-11 18:28:30,vale,1260.0,aprobado,REF-0044DCE5
P-23ED41C1BF,V-1241FA5DBB,2026-09-11 18:28:30,tarjeta,168.0,pendiente,REF-CDB795D3
P-E89F83C76D,V-71C518CF1F,2026-09-11 18:28:31,tarjeta,275.0,aprobado,REF-A75DB037
P-9E78D559EE,V-7BD96F6C3D,2026-09-11 18:28:31,transferencia,192.0,pendiente,REF-0FFF8B88
P-FBEB924F56,V-F812516DDF,2026-09-11 18:28:32,vale,32.0,aprobado,REF-80FEF095
P-7403A20E10,V-66B61DB2BC,2026-09-11 18:28:32,vale,252.0,aprobado,REF-10DF0F7B
P-E17A0E2D2E,V-DD5A179445,2026-09-11 18:28:33,vale,288.0,pendiente,REF-07D8CF42
P-7AEBDFDB80,V-59AB8D466A,2026-09-11 18:28:33,transferencia,135.0,aprobado,REF-57BD6149
P-F080FC971A,V-961E9F3FE8,2026-09-11 18:28:34,vale,220.0,aprobado,REF-90D8FD95
P-C812BEA226,V-F004EB9119,2026-09-11 18:28:35,efectivo,112.0,aprobado,REF-6B2D2309
P-C772DB5B9F,V-69246174EC,2026-09-11 18:28:35,tarjeta,64.0,aprobado,REF-DE11F6F3
P-122EEC50A8,V-FB7880AA4D,2026-09-11 18:28:36,transferencia,128.0,aprobado,REF-F592809F
P-BBFB01DDD6,V-10983860C1,2026-09-11 18:28:36,vale,90.0,pendiente,REF-8733B3C0
P-45EB7BEF63,V-763BA63ED8,2026-09-11 18:28:37,tarjeta,288.0,aprobado,REF-5F8AC20F
P-E1084A4F5C,V-B0A4E34CE7,2026-09-11 18:28:38,transferencia,330.0,aprobado,REF-C7475DE6
P-21353B89E4,V-4E1A6A71A3,2026-09-11 18:28:38,transferencia,168.0,aprobado,REF-588B59F2
P-5E7CEC8D3B,V-D87CD76C2D,2026-09-11 18:28:39,tarjeta,1560.0,aprobado,REF-11815B1E
P-FDAA42F24B,V-3D4341ED7A,2026-09-11 18:28:39,transferencia,84.0,aprobado,REF-29602301
P-9CCBCBCF29,V-20A22D4052,2026-09-11 18:28:40,efectivo,48.0,pendiente,REF-125150DD
P-6101864A0C,V-01476F0DC8,2026-09-11 18:28:40,tarjeta,144.0,pendiente,REF-C580DC78
P-F57CD3B17A,V-9076920A8D,2026-09-11 18:28:41,vale,192.0,aprobado,REF-231C8441
P-CE3873FE2F,V-0B0C928515,2026-09-11 18:28:41,transferencia,275.0,aprobado,REF-DE12B3DC
P-8A939E9773,V-5E5D3E2152,2026-09-11 18:28:42,vale,180.0,aprobado,REF-909691CD
P-2A4E94169F,V-C7A1077C5F,2026-09-11 18:28:42,vale,390.0,aprobado,REF-99D4DAA5
P-985F779AB9,V-0E6F8C4054,2026-09-11 18:28:43,tarjeta,1170.0,pendiente,REF-3C86F93C
P-E4CE34A126,V-79A6EC0A98,2026-09-11 18:28:43,efectivo,1170.0,aprobado,REF-F515D4F6
P-FAB6C95AF0,V-FEC9278639,2026-09-11 18:28:44,vale,168.0,aprobado,REF-4F57E4C8
P-1F6FDDBE8E,V-4AC85222D6,2026-09-11 18:28:45,vale,1260.0,aprobado,REF-8E5F0E38
P-7E4C923922,V-E4B364DB1E,2026-09-11 18:28:45,tarjeta,1560.0,pendiente,REF-31978215
P-AE2F4076EB,V-4711ECD167,2026-09-11 18:28:46,tarjeta,780.0,aprobado,REF-A0A5655F
P-053A9F7EF6,V-9A1991385E,2026-09-11 18:28:46,tarjeta,2520.0,aprobado,REF-9D734942
P-A6E90A0D3D,V-18B5AD3FBB,2026-09-11 18:28:47,efectivo,210.0,aprobado,REF-C4641A77
P-E2310B475D,V-8CA3250F21,2026-09-11 18:28:47,tarjeta,252.0,aprobado,REF-D5C1E95E
P-F6DE4D2C0C,V-D19609DAF1,2026-09-11 18:28:48,tarjeta,1170.0,aprobado,REF-05C2013A
P-DEAE54E9F2,V-6E08E2038C,2026-09-11 18:28:48,efectivo,140.0,pendiente,REF-82BE9E50
P-36AFA3E385,V-C5C467B7F8,2026-09-11 18:28:49,tarjeta,1680.0,aprobado,REF-87DFE953
P-C6353521D8,V-7E7F991F98,2026-09-11 18:28:49,vale,90.0,aprobado,REF-C942F51E
P-4E128CF91F,V-D92B1088EF,2026-09-11 18:28:50,tarjeta,192.0,aprobado,REF-5A2C4E31
P-43F98674FA,V-094F52E2B5,2026-09-11 18:28:50,vale,225.0,aprobado,REF-33210362
P-48CE0F3709,V-D41BD25440,2026-09-11 18:28:51,transferencia,96.0,aprobado,REF-6DA11298
P-ABA0673EA0,V-F23D687E55,2026-09-11 18:28:51,efectivo,1560.0,aprobado,REF-69B5F4B7
P-451E03A2E6,V-83D8C5F0A6,2026-09-11 18:28:52,transferencia,240.0,aprobado,REF-6B3C05B2
P-F6EF8F8873,V-AE14640141,2026-09-11 18:28:53,vale,110.0,aprobado,REF-6D5494D1
P-472BEBEDD4,V-29F0A9C8F5,2026-09-11 18:28:53,vale,45.0,pendiente,REF-A683E4D8
P-3CD738BF00,V-F172EF1666,2026-09-11 18:28:54,transferencia,144.0,pendiente,REF-47E3F2BC
P-C590B7D711,V-8BE798B91C,2026-09-11 18:28:54,vale,288.0,aprobado,REF-EDB33AC9
P-E9DB88E927,V-082619B2EE,2026-09-11 18:28:55,vale,210.0,aprobado,REF-AE5F3DA1
P-88AECC9020,V-D74B6E17B2,2026-09-11 18:28:56,efectivo,144.0,aprobado,REF-62428B81
P-CF179BAB7C,V-584F5F598A,2026-09-11 18:28:56,transferencia,1950.0,aprobado,REF-A3BC23E8
P-D9565E4FCD,V-243F977729,2026-09-11 18:28:57,vale,210.0,aprobado,REF-6A7B6B6E
P-ED50E1493E,V-98D9222AEF,2026-09-11 18:28:57,tarjeta,380.0,aprobado,REF-0BE21660
P-78DEB22A75,V-E3FBA4D338,2026-09-11 18:28:58,efectivo,126.0,pendiente,REF-9205CC43
P-5F7EB5518A,V-8C6DA836BA,2026-09-11 18:28:58,vale,144.0,aprobado,REF-16730AD7
P-31E94399A8,V-0780CC704D,2026-09-11 18:28:59,efectivo,32.0,pendiente,REF-7CCC34A7
P-20F81463C1,V-18446AF42D,2026-09-11 18:29:00,efectivo,275.0,aprobado,REF-FAF9ECBB
P-E324EB754F,V-45580758AD,2026-09-11 18:29:00,transferencia,144.0,aprobado,REF-BDEEA548
P-3236B5DE8B,V-C223EA3EA2,2026-09-11 18:29:01,transferencia,96.0,pendiente,REF-F1ABD213
P-8F3F8E1DA3,V-399BD9224D,2026-09-11 18:29:01,efectivo,1560.0,aprobado,REF-8E26B03B
P-C1C5563852,V-D60E825C87,2026-09-11 18:29:02,efectivo,90.0,pendiente,REF-5861DDCD
P-F303716CC5,V-AA29963737,2026-09-11 18:29:03,tarjeta,1170.0,aprobado,REF-B93C0A62
P-E540D73BBC,V-98C183CF6A,2026-09-11 18:29:04,vale,380.0,aprobado,REF-BCB7474F
P-01164E6CFA,V-D506566AB4,2026-09-11 18:29:04,vale,1680.0,aprobado,REF-4E94EBBA
P-260908371B,V-3E12DCAE16,2026-09-11 18:29:05,efectivo,48.0,pendiente,REF-22D5973F
P-61BDFB1F05,V-D39818BC18,2026-09-11 18:29:05,tarjeta,288.0,aprobado,REF-64A80039
P-3AB6D4216C,V-9425E66976,2026-09-11 18:29:06,transferencia,96.0,pendiente,REF-C0D0AF06
P-28588AD306,V-EED7CCEBF2,2026-09-11 18:29:07,vale,140.0,pendiente,REF-61BB5689
P-B2DA4B83B3,V-7592C51C90,2026-09-11 18:29:07,efectivo,135.0,aprobado,REF-BFD4924B
P-CC5CC1FDED,V-C1E792B28D,2026-09-11 18:29:08,efectivo,1900.0,aprobado,REF-7A7CF7B1
P-BC564F2B8D,V-3096142AB3,2026-09-11 18:29:08,transferencia,90.0,aprobado,REF-5FB646F9
P-7AAC873B42,V-9B90FDCBF0,2026-09-11 18:29:09,tarjeta,760.0,aprobado,REF-51514215
P-7050DA228C,V-1833274C9D,2026-09-11 18:29:09,vale,72.0,aprobado,REF-62DBB223
P-8CC76669F1,V-C80014CCA2,2026-09-11 18:29:10,tarjeta,18.0,aprobado,REF-B443A7A0
P-67079FD961,V-F350D8E2DA,2026-09-11 18:29:10,tarjeta,252.0,aprobado,REF-ED666459
P-7CCB3914A8,V-FFC61C7635,2026-09-11 18:29:11,transferencia,110.0,pendiente,REF-B5772BC0
P-7823DF3469,V-1783F0BBFB,2026-09-11 18:29:11,vale,18.0,aprobado,REF-5F72EB46
P-FF4C0E12A8,V-DBBFDCE7DA,2026-09-11 18:29:12,transferencia,1170.0,aprobado,REF-6285A75B
P-E8C261DBE0,V-B561FF0506,2026-09-11 18:29:12,efectivo,140.0,aprobado,REF-2422AF82
P-9C9F43F99E,V-063E765775,2026-09-11 18:29:13,efectivo,240.0,pendiente,REF-5F95F87C
P-CBF28115DF,V-C3C1037350,2026-09-11 18:29:13,tarjeta,165.0,aprobado,REF-DECECB1B
P-E1BB2AA1C9,V-DFD8F97041,2026-09-11 18:29:14,vale,225.0,aprobado,REF-18529EF9
P-EF7F6F5A51,V-61D837FDDA,2026-09-11 18:29:14,tarjeta,330.0,aprobado,REF-97E5123D
P-AA101BD33B,V-D6DB439878,2026-09-11 18:29:15,transferencia,48.0,aprobado,REF-FA604BAB
P-992ECEDCD9,V-44E8835F94,2026-09-11 18:29:15,tarjeta,168.0,aprobado,REF-FE03BACA
P-A1BEBD3DF7,V-D121A939D3,2026-09-11 18:29:16,vale,2340.0,pendiente,REF-AA9C1F5A
P-F3397D0ED1,V-214C746391,2026-09-11 18:29:16,tarjeta,380.0,aprobado,REF-BB265A09
P-89A3708128,V-BD7FB58898,2026-09-11 18:29:17,transferencia,1260.0,aprobado,REF-FF94AA39
P-E30BA11DE2,V-B4FC17134A,2026-09-11 18:29:18,efectivo,90.0,aprobado,REF-874A6A59
P-651ABB524D,V-E7A81CB9BE,2026-09-11 18:29:18,tarjeta,168.0,aprobado,REF-B61475C1
P-05F07F9CB9,V-A687AB846D,2026-09-11 18:29:19,tarjeta,275.0,pendiente,REF-6A0AC865
P-20D99F3F93,V-27741D53CA,2026-09-11 18:29:19,efectivo,380.0,pendiente,REF-36F4CA8B
P-F4BB472E8B,V-32ED598805,2026-09-11 18:29:20,efectivo,64.0,pendiente,REF-AEE582E6
P-E6360D61FD,V-E4FB668D45,2026-09-11 18:29:20,efectivo,72.0,aprobado,REF-5D6A40FA
P-24657E5B0E,V-490FB3E058,2026-09-11 18:29:21,efectivo,90.0,pendiente,REF-1155A0A8
P-F2BA866C11,V-8AC661F10D,2026-09-11 18:29:22,vale,1260.0,pendiente,REF-573232A1
P-72BB713B9D,V-44D8218157,2026-09-11 18:29:22,efectivo,168.0,aprobado,REF-135CCC3E
P-C7C3B2720F,V-025F24AF9F,2026-09-11 18:29:23,efectivo,225.0,aprobado,REF-E9F221CB
P-9B3810A996,V-C9B1953A0D,2026-09-11 18:29:23,tarjeta,36.0,aprobado,REF-6B531EED
P-7CD1E21706,V-EFA253213D,2026-09-11 18:29:24,transferencia,126.0,aprobado,REF-039328FE
P-274BE77FD6,V-F83A982F5A,2026-09-11 18:29:24,efectivo,2340.0,aprobado,REF-357D96B1
P-9378327A17,V-A3B0102374,2026-09-11 18:29:24,vale,780.0,pendiente,REF-144877B5
P-2CD6AFCA14,V-45FB714908,2026-09-11 18:29:25,vale,1170.0,aprobado,REF-F4FF9FAB
P-FB381CF453,V-45F35A2C4E,2026-09-11 18:29:26,tarjeta,192.0,aprobado,REF-79290F35
P-3B238A1311,V-86A3DFABA4,2026-09-11 18:29:26,vale,126.0,aprobado,REF-D548A4D8
P-6E79CA3A5F,V-7BBE541636,2026-09-11 18:29:27,vale,72.0,aprobado,REF-F0324EF8
P-9FAA4838F5,V-1D0AE6ECBC,2026-09-11 18:29:28,efectivo,96.0,aprobado,REF-0B0D466C
P-AB3EA524FE,V-9D19290C58,2026-09-11 18:29:28,efectivo,380.0,aprobado,REF-B63901E2
P-5891A5A6FD,V-FD2DFC6445,2026-09-11 18:29:29,vale,220.0,aprobado,REF-F353089D
P-0598ACBF9D,V-E67EE29004,2026-09-11 18:29:30,vale,55.0,pendiente,REF-ABAD4ECF
P-E88FBFDEDC,V-7F17053820,2026-09-11 18:29:30,efectivo,135.0,aprobado,REF-7FEEEFCF
P-2FD7F8C5B6,V-165975AE4C,2026-09-11 18:29:30,tarjeta,225.0,aprobado,REF-C44E5C05
P-8A4E007841,V-39FABE77AA,2026-09-11 18:29:31,efectivo,90.0,aprobado,REF-FA8771F0
P-A382BE05A2,V-CD906C7668,2026-09-11 18:29:31,efectivo,840.0,aprobado,REF-432EDD69
P-9190B8922A,V-7772F58A4E,2026-09-11 18:29:32,vale,420.0,aprobado,REF-025F7D64
P-2128289F51,V-D6F81EB29F,2026-09-11 18:29:32,transferencia,72.0,aprobado,REF-B1263884
P-F54C4CE941,V-E804CB20B5,2026-09-11 18:29:33,tarjeta,760.0,aprobado,REF-F7029E89
P-1EAE8FA757,V-0ABF1D9669,2026-09-11 18:29:33,tarjeta,2520.0,aprobado,REF-3743FBBA
P-33D939CB0C,V-60DA75F367,2026-09-11 18:29:34,efectivo,192.0,aprobado,REF-EA6AEE27
P-DB5A8692C7,V-4212AF5BFE,2026-09-11 18:29:34,vale,96.0,aprobado,REF-43540F84
P-488AB85664,V-722519C8C1,2026-09-11 18:29:35,vale,1170.0,pendiente,REF-C00A17B5
P-08F05D818F,V-B8A64C287D,2026-09-11 18:29:35,transferencia,760.0,aprobado,REF-06642E71
P-A435464CED,V-8FB378F91A,2026-09-11 18:29:36,transferencia,90.0,aprobado,REF-ABA8DC97
P-C4F44F4B2D,V-B05E820B81,2026-09-11 18:29:36,tarjeta,1520.0,aprobado,REF-B78C511E
P-C35D51990B,V-6AF3DC2F28,2026-09-11 18:29:37,efectivo,1170.0,aprobado,REF-C2D729A8
P-998A5753A4,V-CE9A73C3B2,2026-09-11 18:29:37,vale,210.0,aprobado,REF-256C1FA9
P-456E879F9C,V-A714BA68A5,2026-09-11 18:29:38,efectivo,420.0,pendiente,REF-CAA7BC5A
P-E9D399965A,V-0F1252CC7A,2026-09-11 18:29:39,vale,288.0,aprobado,REF-8FA34681
P-23FF6E5267,V-976DF18E78,2026-09-11 18:29:39,transferencia,380.0,aprobado,REF-10D4420B
P-206C767C11,V-9ED83D232C,2026-09-11 18:29:40,tarjeta,2520.0,aprobado,REF-DE9FDBBD
P-250696B0A5,V-BDBA314AAC,2026-09-11 18:29:40,efectivo,252.0,aprobado,REF-C523A4F0
P-DD7BF257A6,V-15CD83BAF2,2026-09-11 18:29:41,tarjeta,56.0,aprobado,REF-E151BAAF
P-6CBC2492FC,V-1BA1EBB511,2026-09-11 18:29:42,transferencia,180.0,pendiente,REF-082FFCC6
P-8E721C7B50,V-4582194A60,2026-09-11 18:29:43,vale,1170.0,aprobado,REF-9AB58C75
P-3F63922422,V-FC9E88E3F9,2026-09-11 18:29:43,tarjeta,225.0,pendiente,REF-E583D866
P-AD9495233A,V-DC2956978B,2026-09-11 18:29:44,transferencia,28.0,aprobado,REF-793FDC6B
P-2B10AA0F64,V-DC47498DC3,2026-09-11 18:29:44,efectivo,110.0,aprobado,REF-FC0C6DC8
P-FE593D11C0,V-BAF5A24038,2026-09-11 18:29:45,vale,54.0,aprobado,REF-619616CD
P-DC7088FC61,V-48ADF98764,2026-09-11 18:29:46,transferencia,36.0,pendiente,REF-E239A81B
P-0595780B7D,V-42BD1332E9,2026-09-11 18:29:46,efectivo,84.0,aprobado,REF-0E90D10C
P-E0970488EB,V-95F51FDD94,2026-09-11 18:29:47,efectivo,160.0,aprobado,REF-E5C6D12C
P-852C81DFAB,V-8E6F6916A6,2026-09-11 18:29:47,vale,1140.0,pendiente,REF-2A247B20
P-199D8644A8,V-0D9E62D7C9,2026-09-11 18:29:48,tarjeta,240.0,aprobado,REF-D4E98DEA
P-D4A5367C1E,V-FBB74C2AE6,2026-09-11 18:29:48,transferencia,270.0,aprobado,REF-2EAA4380
P-C4570B7B84,V-B80E5E13C5,2026-09-11 18:29:49,vale,225.0,aprobado,REF-24838699
P-9694866B8B,V-38385EA4EA,2026-09-11 18:29:49,transferencia,270.0,aprobado,REF-ECE707AC
P-09F06AA6D6,V-20343C9055,2026-09-11 18:29:50,vale,64.0,aprobado,REF-FF51A3A7
P-A1E04120E2,V-C909738D90,2026-09-11 18:29:51,efectivo,760.0,aprobado,REF-3675181E
P-D04280C277,V-00A5FA2999,2026-09-11 18:29:52,transferencia,2340.0,aprobado,REF-0693961A
P-A5B2F4FE6C,V-B14036DE55,2026-09-11 18:29:52,transferencia,56.0,aprobado,REF-C5B5D4DA
P-6E23A78BB8,V-8B3AD097FD,2026-09-11 18:29:52,transferencia,135.0,aprobado,REF-A19803BA
P-54E66B15D5,V-0B6F1060E6,2026-09-11 18:29:53,transferencia,1520.0,aprobado,REF-6B7BA80F
P-1F985EFAF7,V-1344B40DA9,2026-09-11 18:29:54,efectivo,84.0,aprobado,REF-4FAFF55F
P-4883E06BF0,V-BDDEAAEF14,2026-09-11 18:29:54,vale,42.0,aprobado,REF-5E641870
